VIN,Stock,Milege,Interior_Color,Exterior_color,Drive_type,Model,Make,Request Info,Photo,Year,Location,Payment,Trim,Price
1GYKPMRK8RZ115836,L31548,"3,912",Noir,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(417) 222-2420,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Aurora, MO",$671/mo est.,Tech RWD,"$37,996.00"
1GYKPTRK9RZ111160,P111160,"6,201",Sky Cool Gray,Nimbus Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(469) 887-5330,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Plano, TX",$724/mo est.,Sport 1 RWD,"$40,988.00"
1GYKPPRKXRZ130503,U01869,"11,390",Blue,Green,Rear-Wheel Drive,LYRIQ,Cadillac,(269) 430-4522,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Wayland, MI",$654/mo est.,Luxury 1 RWD,"$37,000.00"
1GYKPMRK3PZ000073,PR5625,"34,621",Sky Cool Gray,Gray (Satin Steel),Rear-Wheel Drive,LYRIQ,Cadillac,(904) 574-4698,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2023,"Saint Augustine, FL",$619/mo est.,Luxury RWD,"$34,990.00"
1GYKPMRL4RZ102008,RZ102008,"10,203",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(908) 495-6769,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Westfield, NJ",$670/mo est.,Tech AWD,"$37,900.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPYRL6SZ302966,P6611,"9,869","Sky Cool Gray With Santorini Blue Accents, Intelux",Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(770) 343-4887,https://static.cargurus.com/images/forsale/2025/10/01/19/14/2025_cadillac_lyriq-pic-5072091161092923505-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Morrow, GA",$942/mo est.,Sport 3 AWD,"$53,422.00"
1GYKPSRL1RZ139084,P0587,"10,562",Noir with Santorini Blue accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(724) 313-9257,https://static.cargurus.com/images/forsale/2025/09/24/08/03/2024_cadillac_lyriq-pic-8341599227459410494-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"McClellandtown, PA",$760/mo est.,Luxury 3 AWD,"$42,995.00"
1GYKPPRL7RZ132167,C5795RS,"7,328",Noir With Santorini Blue Accents,Emerald Lake Metallic,All-Wheel Drive,LYRIQ,Cadillac,(828) 383-9925,https://static.cargurus.com/images/forsale/2025/06/01/08/00/2024_cadillac_lyriq-pic-4458607270122459141-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Asheville, NC",$707/mo est.,Luxury 1 AWD,"$39,991.00"
1GYKPPRL1RZ102176,7758960,"22,158",,Black,All-Wheel Drive,LYRIQ,Cadillac,(636) 249-1398,https://static.cargurus.com/images/forsale/2025/08/27/21/27/2024_cadillac_lyriq-pic-8308483598193259282-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Ballwin, MO",$684/mo est.,Luxury 1 AWD,"$38,690.00"
1GYKPSRL5RZ139802,139802,"9,009",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(641) 326-8548,https://static.cargurus.com/images/forsale/2025/09/19/14/17/2024_cadillac_lyriq-pic-63518649258978344-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Ottumwa, IA",$813/mo est.,Luxury 3 AWD,"$46,024.00"
,,,,,,,,,,,,,,
1GYKPPRK7RZ115456,IRZ115456,"2,583",Noir,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(865) 896-3576,https://static.cargurus.com/images/forsale/2025/08/26/17/26/2024_cadillac_lyriq-pic-2723664267790363788-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Houston, TX",$777/mo est.,Luxury 1 RWD,"$43,997.00"
1GYKPTRKXRZ107537,GC7019A,"6,833",Sky Cool Gray,Opulent Blue Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(731) 982-2389,https://static.cargurus.com/images/forsale/2025/09/19/16/40/2024_cadillac_lyriq-pic-6760198222529502985-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Savannah, TN",$706/mo est.,Sport 1 RWD,"$39,986.00"
1GYKPSRL5RZ139234,C12998A,"10,472",Noir,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(417) 275-6115,https://static.cargurus.com/images/forsale/2025/09/17/13/12/2024_cadillac_lyriq-pic-1620039342080196544-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Springfield, MO",$786/mo est.,Luxury 3 AWD,"$44,468.00"
1GYKPMRL0RZ104452,U219-288,"12,257",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(717) 912-8746,https://static.cargurus.com/images/forsale/2025/09/27/05/26/2024_cadillac_lyriq-pic-6632259553287367266-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"East Petersburg, PA",$619/mo est.,Tech AWD,"$35,037.00"
1GYKPSRL4RZ110128,U5930,"24,154",Sky Cool Gray w/Santorini Blue Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(615) 751-5519,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Alton, IL",$706/mo est.,Luxury 3 AWD,"$39,985.00"
,,,,,,,,,,,,,,
1GYKPTRK3RZ130271,I130271,"32,194",Gray,Red,Rear-Wheel Drive,LYRIQ,Cadillac,(813) 543-8310,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Tampa, FL",$617/mo est.,Sport 1 RWD,"$34,900.00"
1GYKPRRL8RZ112019,PIM0291A,"15,584",Sky Cool Gray w/ Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(505) 533-2073,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Albuquerque, NM",$760/mo est.,Luxury 2 AWD,"$42,997.00"
1GYKPTRK6RZ101668,CT00689A,"45,298",Noir With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(405) 913-4298,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Stillwater, OK",$579/mo est.,Sport 1 RWD,"$32,742.00"
1GYKPSRL5RZ138309,RZ138309,"12,008",Noir,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(855) 578-8054,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"McKinney, TX",$779/mo est.,Luxury 3 AWD,"$44,098.00"
1GYKPYRL1SZ307850,SZ307850,"2,299",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(717) 328-8415,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Mechanicsburg, PA","$1,020/mo est.",Sport 3 AWD,"$57,900.00"
1GYKPSRL5RZ138293,RZ138293,"6,865",Noir,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(866) 606-6893,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Minneapolis, MN",$794/mo est.,Luxury 3 AWD,"$44,970.00"
1GYKPMRK6RZ120310,C20310P,"18,697",Noir,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(251) 336-3076,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Mobile, AL",$645/mo est.,Tech RWD,"$36,500.00"
1GYKPRRL3RZ123476,RZ123476B,"2,606",Sky Gray With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(470) 664-3278,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Decatur, GA",$654/mo est.,Luxury 2 AWD,"$36,990.00"
1GYKPVRL0RZ119880,C16876A,"16,464",Noir,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(708) 766-9614,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Tinley Park, IL",$776/mo est.,Sport 2 AWD,"$43,900.00"
1GYKPSRL4RZ141170,7759150,"4,553",,Red,All-Wheel Drive,LYRIQ,Cadillac,(636) 249-1398,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Ballwin, MO",$786/mo est.,Luxury 3 AWD,"$44,490.00"
1GYKPMRL9RZ126367,GM10979,"19,451",Noir,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(708) 726-8619,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Matteson, IL",$652/mo est.,Tech AWD,"$36,880.00"
1GYKPPRL3PZ003386,PM003386,"12,834",Sky Cool Gray,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(833) 394-7808,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2023,"Pleasantville, NJ",$708/mo est.,Luxury AWD,"$39,990.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPURK7SZ300627,MNI250724A,"13,913",,Black,Rear-Wheel Drive,LYRIQ,Cadillac,(623) 887-1151,https://static.cargurus.com/images/forsale/2025/07/16/22/36/2025_cadillac_lyriq-pic-1268325892194727738-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Mesa, AZ",$844/mo est.,Sport 1 RWD,"$47,895.00"
1GYKPNRK2SZ306308,KR64615,456,Sky Cool Gray,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(510) 405-1471,https://static.cargurus.com/images/forsale/2025/05/01/16/35/2025_cadillac_lyriq-pic-1451991990514068570-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Fremont, CA",$908/mo est.,Luxury 1 RWD,"$51,499.00"
1GYKPSRL3RZ137885,WPU6129,"13,505",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(262) 588-3455,https://static.cargurus.com/images/forsale/2025/08/27/10/30/2024_cadillac_lyriq-pic-4226593443734192869-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"West Bend, WI",$785/mo est.,Luxury 3 AWD,"$44,441.00"
1GYKPRRKXRZ136670,PR5523,"16,846",Sky Cool Gray,Stellar Black,Rear-Wheel Drive,LYRIQ,Cadillac,(904) 574-4698,https://static.cargurus.com/images/forsale/2025/08/30/19/22/2024_cadillac_lyriq-pic-3780812698913557515-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Saint Augustine, FL",$716/mo est.,Luxury 2 RWD,"$40,500.00"
1GYKPWRL7RZ129263,U600961A,"7,392",Sky Gray With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(512) 866-5838,https://static.cargurus.com/images/forsale/2025/09/27/21/53/2024_cadillac_lyriq-pic-2996254421422507877-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"BeeCave, TX",$883/mo est.,Sport 3 AWD,"$49,977.00"
,,,,,,,,,,,,,,
1GYKPSRL3RZ136395,RZ136395,"6,453",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(269) 241-3440,https://static.cargurus.com/images/forsale/2025/09/09/20/36/2024_cadillac_lyriq-pic-7982627724855328469-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Portage, MI",$811/mo est.,Luxury 3 AWD,"$45,888.00"
1GYKPPRL8RZ138981,Z138981,"10,490",Gray,Silver,All-Wheel Drive,LYRIQ,Cadillac,(346) 483-8722,https://static.cargurus.com/images/forsale/2025/09/18/08/36/2024_cadillac_lyriq-pic-5920642716412354764-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Houston, TX",$680/mo est.,Luxury 1 AWD,"$38,498.00"
1GYKPSRL6RZ138920,P47435,"12,727",Noir,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(330) 767-9882,https://static.cargurus.com/images/forsale/2025/09/23/20/57/2024_cadillac_lyriq-pic-1263163515826559223-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Cuyahoga Falls, OH",$742/mo est.,Luxury 3 AWD,"$42,000.00"
1GYKPTRL2SZ301266,6477,"13,210",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(262) 205-5858,https://static.cargurus.com/images/forsale/2025/08/29/01/59/2025_cadillac_lyriq-pic-7883099760087887492-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Cedarburg, WI",$863/mo est.,Luxury 3 AWD,"$48,969.00"
1GYKPSRL2RZ137134,AL9349,"11,564",Noir With Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(479) 888-4718,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Bentonville, AR",$769/mo est.,Luxury 3 AWD,"$43,500.00"
,,,,,,,,,,,,,,
1GYKPRRK1RZ106649,5387676A,"11,496",Sky Cool Gray with Santorini Blue accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Antonio, TX",$742/mo est.,Luxury 2 RWD,"$41,998.00"
1GYKPSRK3RZ132581,RZ132581,"7,800",Oxford Stone With Garnet Accents,Radiant Red Tintcoat,Rear-Wheel Drive,LYRIQ,Cadillac,(717) 328-8415,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Mechanicsburg, PA",$796/mo est.,Luxury 3 RWD,"$45,066.00"
1GYKPWRL7RZ119106,7RZ119106,"8,070",,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(346) 552-7695,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Houston, TX",$768/mo est.,Sport 3 AWD,"$43,488.00"
1GYKPSRL8RZ137719,RZ137719,"8,885",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(269) 241-3440,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Portage, MI",$830/mo est.,Luxury 3 AWD,"$46,988.00"
1GYKPTRK6RZ108734,L31642,"10,022",Sky Cool Gray,Radiant Red Tintcoat,Rear-Wheel Drive,LYRIQ,Cadillac,(417) 222-2420,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Aurora, MO",$724/mo est.,Sport 1 RWD,"$40,996.00"
1GYKPTRL0SZ305543,CP305543,"1,550",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(817) 242-5197,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Ft Worth, TX",$952/mo est.,Luxury 3 AWD,"$53,996.00"
1GYKPTRK6RZ100343,SX17999,"27,764",Sky Gray With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(609) 631-3203,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Mount Holly, NJ",$654/mo est.,Sport 1 RWD,"$36,999.00"
1GYKPSRL5RZ137855,P47479,"12,927",Noir,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(330) 767-9882,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Cuyahoga Falls, OH",$751/mo est.,Luxury 3 AWD,"$42,500.00"
1GYKPMRL2RZ120586,RZ120586,"23,324",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(908) 495-6769,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Westfield, NJ",$601/mo est.,Tech AWD,"$33,997.00"
1GYKPTRKXRZ100572,CD15532,"13,992",Noir with Santorini Blue accen,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(217) 920-0723,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Springfield, IL",$733/mo est.,Sport 1 RWD,"$41,501.00"
1GYKPSRL9RZ138376,C13001A,"13,034",Noir,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(417) 275-6115,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Springfield, MO",$759/mo est.,Luxury 3 AWD,"$42,989.00"
1GYKPTRL3RZ104066,7759050,"9,154",Gray,Blue,All-Wheel Drive,LYRIQ,Cadillac,(636) 249-1398,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Ballwin, MO",$742/mo est.,Sport 1 AWD,"$41,990.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPTRK2RZ106415,RZ106415,"8,222",Sky Gray With Santorini Blue Accents,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(678) 673-3301,https://static.cargurus.com/images/forsale/2025/08/11/05/34/2024_cadillac_lyriq-pic-6203768466798630995-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Kennesaw, GA",$693/mo est.,Sport 1 RWD,"$39,222.00"
1GYKPPRL6RZ101010,701155A,"14,861","Sky Cool Gray with Santorini Blue accents, Intelux",Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(401) 298-9994,https://static.cargurus.com/images/forsale/2025/09/14/04/25/2024_cadillac_lyriq-pic-7645123798933543389-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Warwick, RI",$740/mo est.,Luxury 1 AWD,"$41,888.00"
1GYKPSRL7RZ137971,P211809,"7,863",Noir with Santorini Blue accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,,https://static.cargurus.com/images/forsale/2025/08/26/13/52/2024_cadillac_lyriq-pic-5826219137080673789-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Mount Hope, WV",$812/mo est.,Luxury 3 AWD,"$45,966.00"
1GYKPMRK5PZ000267,P10102,"30,325",,Gray,Rear-Wheel Drive,LYRIQ,Cadillac,(316) 392-5442,https://static.cargurus.com/images/forsale/2025/10/01/02/53/2023_cadillac_lyriq-pic-2765853516762108128-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2023,"Wichita, KS",$690/mo est.,Luxury RWD,"$38,982.00"
1GYKPSRL7RZ138716,P0586,"8,465",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(724) 313-9257,https://static.cargurus.com/images/forsale/2025/09/21/02/29/2024_cadillac_lyriq-pic-5299737194175238260-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"McClellandtown, PA",$760/mo est.,Luxury 3 AWD,"$42,995.00"
,,,,,,,,,,,,,,
1GYKPPRL3RZ109694,B9299A,"6,176",Sky Gray With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(330) 969-6245,https://static.cargurus.com/images/forsale/2025/09/26/13/27/2024_cadillac_lyriq-pic-2731185980199946008-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Alliance, OH",$742/mo est.,Luxury 1 AWD,"$42,000.00"
1GYKPPRK1RZ105814,PT5985,"21,562",Noir With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(904) 844-0968,https://static.cargurus.com/images/forsale/2025/09/25/19/32/2024_cadillac_lyriq-pic-4369888457023318465-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Jacksonville, FL",$681/mo est.,Luxury 1 RWD,"$38,560.00"
1GYKPPRK3RZ105426,C260155A,"6,436",Sky Gray With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(585) 523-1371,https://static.cargurus.com/images/forsale/2025/09/30/19/51/2024_cadillac_lyriq-pic-978234462155544251-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"The Woodlands, TX",$707/mo est.,Luxury 1 RWD,"$39,999.00"
1GYKPWRL8RZ130633,36438,"12,509","Oxford Stone with Garnet accents, Full Leather sea",Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(929) 325-1728,https://static.cargurus.com/images/forsale/2025/09/18/21/36/2024_cadillac_lyriq-pic-8479605335507837014-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Glendale, AZ",$934/mo est.,Sport 3 AWD,"$52,888.00"
